,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income>50K
73,11,2,74,5,13,3,1,4,2,2,1,1,20,2,0
74,47,2,75,6,15,1,3,1,1,1,1,1,48,2,0
75,5,1,76,6,15,2,5,4,2,2,8,1,72,2,0
76,14,3,77,6,15,1,7,1,1,1,1,1,72,9,0
77,38,2,78,3,9,1,8,1,2,1,1,1,48,2,0
78,41,1,79,3,9,1,11,1,2,1,9,1,72,2,0
79,42,1,80,3,9,1,11,1,2,1,1,4,30,2,0
80,50,1,81,3,9,1,3,1,2,1,1,1,55,2,0
81,9,2,82,4,14,1,1,6,2,2,1,1,30,2,0
82,45,2,83,10,10,1,7,6,3,2,1,1,15,2,0
83,41,7,84,6,15,5,7,4,2,2,1,1,52,2,0
84,28,2,85,6,15,1,3,1,2,1,1,1,54,2,0
85,29,2,86,7,7,1,3,1,2,1,1,1,48,2,0
86,31,2,87,3,9,3,9,4,2,1,1,1,72,2,0
87,38,6,88,6,15,3,10,5,2,2,1,1,15,2,0
88,45,4,89,3,9,1,3,1,2,1,10,1,76,10,1
89,38,2,90,13,13,4,1,3,2,2,1,1,53,2,0
90,4,2,91,2,16,1,2,1,2,1,1,1,54,2,1
91,5,2,92,6,15,1,6,1,2,1,1,1,72,2,0
92,16,4,93,3,9,1,7,1,2,1,1,1,70,2,0
93,50,5,94,13,13,2,2,3,1,2,1,1,24,11,0
94,4,3,95,10,10,1,1,1,2,1,1,1,72,2,1
95,11,4,96,10,10,3,14,3,2,1,1,1,72,2,0
96,44,2,97,6,15,3,9,5,2,1,1,1,15,2,0
97,19,5,98,3,9,1,11,1,2,1,1,1,67,2,0
98,31,2,99,3,9,1,4,1,2,1,1,1,54,2,1
99,44,4,100,2,16,3,1,5,2,2,11,1,72,2,0
100,45,2,101,8,8,3,8,5,2,2,1,1,15,2,0
101,46,2,102,3,9,1,7,1,2,1,1,1,25,2,1
102,47,2,103,3,9,1,3,1,2,1,1,1,72,2,0
103,33,2,104,2,16,2,2,4,2,2,1,1,72,2,1
104,1,4,105,5,13,1,1,6,2,2,2,1,72,2,1
105,46,2,106,3,9,5,9,3,2,2,1,1,72,2,0
106,48,4,107,3,9,2,12,3,2,2,1,1,72,2,0
107,13,2,108,3,9,3,6,4,2,1,1,1,72,2,0
108,21,2,109,15,15,3,5,3,3,2,1,1,15,2,0
109,49,2,110,3,9,5,7,4,2,2,1,1,87,2,0
110,31,2,111,3,9,3,2,4,1,1,1,1,56,2,0
111,22,2,112,7,7,2,3,5,2,1,1,1,54,2,0
112,26,4,113,6,15,3,7,5,2,2,1,1,76,2,0
113,3,2,114,3,9,1,4,1,2,1,1,1,36,2,1
114,5,2,115,2,16,3,2,5,1,2,1,1,30,2,0
115,15,2,116,7,7,3,3,4,2,1,1,1,72,2,0
116,28,4,117,10,10,1,14,1,2,1,1,1,28,2,1
117,45,2,118,3,9,1,6,1,2,1,1,1,56,12,1
118,8,2,119,3,9,3,5,4,2,1,1,5,72,2,0
119,50,3,120,5,13,1,15,1,2,1,1,6,72,2,1
120,2,2,121,3,9,2,12,4,2,2,1,1,72,2,0
121,44,2,122,6,15,6,11,2,2,2,1,1,72,2,0
122,24,6,123,3,9,3,10,5,2,1,1,1,72,2,0
123,48,2,124,2,16,1,2,1,2,1,3,1,67,2,1
124,50,2,125,13,13,2,2,3,2,2,1,1,48,2,0
125,9,1,126,7,7,1,4,1,2,1,1,1,48,2,0
126,3,4,127,2,16,1,14,1,2,1,1,1,72,2,0
127,6,2,128,13,13,1,6,1,2,1,1,1,72,2,0
128,50,2,129,2,16,1,3,1,2,1,1,1,52,2,1
129,6,2,130,6,15,5,5,4,2,2,1,1,30,2,0
130,9,2,131,6,15,1,6,1,2,1,1,1,54,2,1
131,21,2,132,6,15,3,6,5,2,1,1,1,80,2,1
132,31,6,133,2,16,1,10,6,1,2,1,1,30,13,0
133,27,2,134,3,9,3,4,3,3,2,12,1,72,2,0
134,51,2,135,3,9,1,3,1,2,1,1,1,55,2,0
135,44,6,136,6,15,3,10,4,2,2,1,1,87,2,0
136,49,2,137,16,16,5,13,4,3,2,1,1,62,2,0
137,38,2,138,15,15,1,3,1,2,1,1,1,72,2,0
138,45,2,139,2,16,3,8,5,2,1,1,1,72,2,0
139,13,2,140,6,15,3,8,4,2,2,1,1,15,2,0
140,11,2,141,3,9,3,5,4,4,2,1,1,30,2,0
141,1,7,142,5,13,1,2,1,2,1,1,1,76,2,1
142,32,5,143,2,16,1,2,1,2,1,13,1,72,2,1
143,51,2,144,2,16,1,2,1,2,1,7,1,72,2,1
144,15,2,145,3,9,1,1,4,3,1,1,1,72,2,0
145,8,2,146,2,16,3,7,4,2,1,1,1,72,2,0
146,34,6,147,6,15,3,10,5,2,2,1,1,72,2,0
147,29,2,148,3,9,2,9,3,2,2,1,1,15,2,0
148,50,2,149,2,16,1,1,1,2,1,1,1,72,2,1
149,9,2,150,13,13,3,8,3,3,2,1,1,40,2,0
150,34,2,151,10,10,3,5,4,2,2,1,1,72,2,0
151,34,2,152,3,9,1,5,6,2,2,1,1,41,2,0
152,8,2,153,3,9,1,8,6,2,2,14,1,72,2,0
153,39,5,154,4,14,1,1,1,2,1,1,1,56,2,0
154,5,2,155,2,16,1,8,1,2,1,1,1,56,2,0
155,48,2,156,3,9,1,3,1,2,1,1,1,72,2,0
156,52,2,157,3,9,5,3,4,2,2,1,1,72,2,0
157,53,2,158,3,9,1,5,1,2,1,1,1,54,2,0
158,34,4,159,2,16,3,2,3,1,1,1,7,72,3,0
159,11,2,160,13,13,2,8,5,2,2,1,1,42,2,0
160,12,2,161,6,15,3,8,4,2,2,1,1,85,2,0
161,9,5,162,2,16,1,3,1,2,1,2,1,36,2,1
162,24,2,163,3,9,3,7,4,2,2,1,1,72,2,0
163,5,2,164,2,16,1,3,1,1,1,1,1,72,13,1
164,21,2,165,5,13,2,2,4,2,1,15,1,56,2,1
165,24,6,166,10,10,3,10,4,2,1,1,1,87,2,0
166,34,2,167,3,9,1,3,1,2,1,1,1,72,2,0
167,2,1,168,6,15,1,3,1,2,1,1,1,56,2,0
168,2,2,169,15,15,3,5,5,3,1,1,1,15,2,0
169,48,2,170,3,9,3,7,3,2,2,1,1,20,2,0
170,47,1,171,3,9,3,3,5,2,1,1,1,30,2,0
171,27,2,172,6,15,3,5,4,2,2,1,1,56,2,0
172,5,3,173,2,16,2,12,3,3,2,1,8,72,2,0
173,15,2,174,3,9,3,2,5,4,2,1,1,72,5,0
174,54,2,175,3,9,1,8,1,2,1,16,1,72,2,0
175,49,1,176,6,15,1,3,1,2,1,17,1,72,2,0
176,26,2,177,5,13,1,1,1,2,1,1,1,42,2,1
177,12,2,178,14,14,3,7,5,2,1,1,1,35,2,0
178,21,3,179,5,13,1,7,1,2,1,1,1,54,2,1
179,13,2,180,3,9,3,7,5,2,2,1,1,55,2,0
180,34,2,181,2,16,1,8,1,2,1,1,1,72,2,1
181,55,2,182,3,9,3,5,4,3,1,1,9,72,2,0
182,22,5,183,3,9,1,8,1,2,1,1,1,54,2,0
183,2,2,184,10,10,3,7,3,1,1,1,1,62,14,0
184,50,1,185,7,7,1,4,1,3,1,1,1,52,2,0
185,21,1,186,2,16,1,8,1,2,1,1,1,56,2,1
186,31,2,187,3,9,1,5,1,1,1,1,1,72,15,0
187,12,6,188,3,9,3,10,5,2,2,1,1,55,2,0
188,2,1,189,2,16,1,1,1,2,1,1,1,56,2,0
189,45,2,190,13,13,1,6,1,2,1,1,1,72,2,0
190,48,2,191,6,15,3,7,5,2,2,1,1,72,2,0
191,48,2,192,14,14,3,6,2,2,2,1,1,72,16,0
192,45,2,193,15,15,3,5,5,2,1,1,1,83,2,0
193,3,2,194,7,7,1,3,1,2,1,3,1,72,2,1
194,29,2,195,9,9,6,5,3,3,2,1,1,72,17,0
195,11,2,196,10,10,1,3,1,2,1,1,1,72,2,0
196,2,2,197,3,9,1,6,1,2,1,1,1,72,2,0
197,29,2,198,3,9,2,7,3,2,2,18,1,70,2,1
198,22,2,199,5,13,1,1,6,1,2,1,1,15,2,0
199,24,2,200,6,15,3,2,4,3,2,1,1,15,2,0
200,47,3,201,2,16,3,2,4,2,2,1,1,48,2,0
201,31,2,202,13,13,1,5,1,1,1,3,1,56,1,1
202,48,2,203,3,9,1,9,1,2,1,1,1,72,2,0
203,11,2,204,3,9,1,3,1,2,1,1,1,54,2,0
204,24,2,205,7,7,2,8,3,2,2,1,1,30,2,0
205,30,5,206,3,9,1,2,1,2,1,7,1,72,2,1
206,40,6,207,15,15,5,10,3,2,2,1,1,72,2,0
207,9,1,208,3,9,1,4,1,2,1,1,1,62,2,0
208,31,2,209,5,13,1,2,6,2,2,1,1,72,2,1
209,34,1,210,7,7,1,5,1,2,1,1,1,56,2,0
210,14,2,211,3,9,1,9,1,2,1,1,1,72,2,0
211,21,2,212,13,13,1,12,1,2,1,1,1,72,2,0
212,56,2,213,2,16,5,8,4,2,1,1,1,54,2,1
213,47,4,214,2,16,6,1,4,2,1,1,1,72,2,0
214,15,2,215,13,13,3,12,5,2,1,1,1,72,2,0
215,28,2,216,3,9,1,3,1,2,1,1,1,54,2,0
216,31,2,217,2,16,1,2,1,2,1,1,1,72,2,1
217,40,2,218,3,9,1,6,1,2,1,1,1,72,2,0
218,11,2,219,10,10,2,12,4,2,2,1,1,53,2,0
219,24,2,220,3,9,3,6,4,2,2,1,1,72,2,0
220,11,2,221,6,15,1,3,1,2,1,1,10,72,2,0
221,34,2,222,8,8,3,5,5,3,1,1,1,30,2,1
222,22,2,223,2,16,1,2,1,2,1,1,1,56,2,1
223,48,3,224,6,15,3,2,4,3,1,1,1,72,2,0
224,50,1,225,12,12,1,4,1,3,1,1,1,72,18,0
225,47,2,226,13,13,3,1,4,2,2,1,11,72,2,1
226,48,3,227,2,16,2,2,4,2,1,1,1,36,2,1
227,4,2,228,3,9,1,3,1,2,1,1,1,72,2,0
228,33,1,229,6,15,1,4,1,2,1,17,1,20,2,0
229,11,1,230,2,16,1,2,6,2,2,1,12,72,2,1
230,12,2,231,6,15,3,5,5,2,2,1,1,36,2,0
231,47,2,232,6,15,2,3,3,2,2,1,1,72,19,0
232,8,1,233,3,9,1,5,1,3,1,1,1,56,2,1
233,15,2,234,3,9,3,4,4,2,1,1,1,72,2,0
234,34,2,235,2,16,1,2,1,2,1,19,1,72,2,1
235,27,2,236,6,15,2,7,4,2,2,1,1,40,2,0
236,50,2,237,9,9,1,5,1,2,1,1,1,72,5,0
237,12,2,238,7,7,3,7,5,2,2,11,1,83,2,0
238,11,2,239,2,16,1,2,1,2,1,1,1,54,2,1
239,50,4,240,2,16,6,1,3,2,1,1,1,72,2,0
240,45,6,241,15,15,3,10,5,2,1,1,1,72,2,0
241,33,2,121,3,9,1,1,1,2,1,1,1,62,2,0
242,47,7,242,3,9,1,2,1,2,1,1,1,54,2,0
243,3,2,243,10,10,1,8,1,2,1,1,1,54,2,0
244,56,7,244,16,16,5,5,4,2,2,1,1,15,2,0
245,22,2,245,3,9,1,8,1,2,1,1,1,72,2,0
246,39,2,246,7,7,3,6,3,3,2,1,1,72,2,0
247,47,7,247,2,16,3,7,4,2,2,1,1,72,2,0
248,45,2,248,10,10,3,1,3,3,2,1,1,87,2,0
249,57,2,249,5,13,5,1,4,2,2,1,1,30,2,0
250,45,7,250,3,9,2,2,3,2,2,1,1,72,2,0
251,38,2,251,7,7,3,8,5,2,2,1,1,83,2,0
252,8,2,252,1,12,3,1,4,1,1,1,1,52,1,0
253,34,2,253,6,15,2,3,3,2,1,1,1,72,2,0
254,13,2,254,15,15,3,5,5,3,1,1,1,55,2,0
255,38,2,255,6,15,3,5,5,2,2,1,1,72,2,0
256,2,1,168,3,9,6,3,2,2,1,1,1,54,2,0
257,26,2,256,6,15,3,8,4,2,2,1,1,72,2,0
258,12,2,257,6,15,3,8,5,2,2,1,1,72,2,0
259,34,4,258,2,16,1,3,1,1,1,1,1,72,13,0
260,8,2,259,3,9,1,9,1,2,1,1,1,72,2,0
261,16,1,260,3,9,1,11,1,2,1,1,1,54,2,0
262,13,2,261,6,15,3,7,5,2,2,1,1,72,2,0
263,11,2,262,3,9,2,6,3,2,2,1,1,72,2,0
264,49,2,263,3,9,1,8,1,2,1,1,1,72,2,1
265,21,2,264,6,15,1,2,1,3,1,1,1,38,20,0
266,5,2,265,6,15,1,6,1,2,1,1,1,72,2,1
267,11,2,266,4,14,3,1,4,2,2,1,1,85,2,0
268,15,2,267,6,15,1,6,6,2,2,1,1,72,2,0
269,24,2,268,6,15,3,7,4,3,2,1,1,15,6,0
270,34,2,269,6,15,4,5,3,2,2,1,1,87,21,0
271,13,1,270,6,15,3,7,5,2,1,1,1,62,2,0
272,29,2,271,9,9,1,9,1,3,1,1,1,38,2,0
273,30,2,272,6,15,2,8,4,2,2,1,1,76,2,0
274,45,2,273,3,9,1,2,1,2,1,1,1,72,2,0
275,33,2,274,10,10,1,7,1,2,1,1,1,72,2,1
276,15,7,275,2,16,3,1,4,2,2,1,1,52,2,0
277,30,1,276,3,9,1,8,6,2,2,1,1,54,2,0
278,16,2,277,6,15,1,12,1,2,1,1,1,72,2,0
279,16,4,278,3,9,1,2,1,2,1,1,1,56,2,1
280,34,2,279,13,13,2,1,3,3,2,1,1,72,2,0
281,30,2,280,6,15,2,1,4,2,2,1,1,54,2,0
282,13,2,281,6,15,3,5,5,2,1,1,1,72,2,0
283,34,2,282,3,9,1,3,1,2,1,1,1,54,2,0
284,47,2,283,3,9,2,6,3,2,2,1,1,42,2,0
285,48,2,284,3,9,2,6,5,2,1,1,1,72,2,0
286,21,6,285,3,9,3,10,4,3,2,1,1,72,2,0
287,44,2,286,6,15,3,5,5,2,2,1,1,62,2,0
288,48,4,287,5,13,3,1,4,2,2,1,1,54,2,1
289,50,2,288,3,9,6,7,3,2,2,1,1,15,2,0
290,7,2,289,6,15,3,8,5,2,1,1,1,15,2,0
291,47,2,290,8,8,3,5,5,2,1,1,1,52,5,0
292,13,2,291,6,15,3,7,4,2,2,1,1,72,2,0
293,55,6,292,3,9,5,10,4,2,2,1,13,72,2,0
294,28,1,293,3,9,3,11,5,2,1,1,1,67,2,0
295,31,2,294,3,9,1,7,6,2,2,1,1,56,2,0
296,58,2,295,6,15,5,7,4,2,2,1,1,72,2,0
297,34,4,296,6,15,1,14,1,2,1,1,1,28,2,0
298,22,2,297,10,10,1,7,1,2,1,1,1,48,2,1
299,6,2,298,6,15,1,1,1,2,1,1,1,72,2,1
300,53,2,299,14,14,1,6,6,2,2,9,1,53,22,0
301,21,2,300,3,9,6,3,3,2,1,1,1,65,2,0
302,34,2,301,6,15,3,7,5,2,1,1,1,85,2,0
303,15,4,302,3,9,1,4,1,2,1,1,1,72,2,0
304,16,2,303,13,13,1,8,1,2,1,1,1,40,2,0
305,5,2,304,6,15,3,5,5,3,2,1,14,72,2,0
306,21,5,305,2,16,1,2,1,2,1,7,1,36,2,1
307,2,2,306,6,15,3,3,4,3,1,20,1,72,2,1
308,26,2,307,3,9,1,6,1,2,1,1,1,54,2,0
309,13,2,308,6,15,3,7,5,2,1,1,1,72,2,0
310,3,2,309,7,7,2,5,4,2,2,1,1,42,2,0
311,6,6,310,3,9,3,10,4,2,2,1,1,72,2,0
312,49,1,311,1,12,1,1,1,2,1,1,1,62,2,1
313,39,2,312,6,15,1,9,1,2,1,1,1,72,2,0
314,34,2,313,3,9,3,5,4,2,1,1,15,41,2,0
315,13,4,314,6,15,3,7,5,2,1,1,1,72,7,0
316,2,2,315,2,16,1,2,6,2,2,1,1,72,2,1
317,34,2,316,6,15,3,1,4,2,1,1,1,30,2,0
318,1,2,317,2,16,1,1,6,2,2,1,1,52,2,1
319,38,6,318,6,15,3,10,5,2,1,1,1,72,2,0
320,45,2,319,7,7,3,5,5,2,1,1,1,15,4,0
321,7,2,320,3,9,3,6,3,3,2,1,1,72,2,0
322,44,7,321,6,15,3,8,4,1,2,1,1,70,6,0
323,4,2,322,6,15,1,12,5,2,2,1,12,72,2,1
324,16,2,323,1,12,1,1,1,2,1,1,1,56,2,0
325,2,6,324,3,9,1,10,5,2,2,1,1,15,2,0
326,30,2,325,3,9,2,3,3,2,1,1,1,72,2,0
327,59,2,326,6,15,1,11,1,2,1,1,1,72,2,0
328,50,2,327,3,9,4,7,3,2,2,1,1,72,2,0
329,2,2,328,3,9,1,8,1,2,1,1,1,36,2,1
330,45,2,329,3,9,1,4,1,2,1,1,16,72,2,0
331,21,1,330,3,9,1,2,1,2,1,1,1,54,2,0
332,2,2,331,7,7,1,3,1,2,1,1,1,72,5,0
333,5,2,332,6,15,2,3,3,3,1,1,1,72,2,0
334,22,2,305,3,9,1,6,1,2,1,21,1,36,2,0
335,8,2,333,7,7,3,5,5,4,1,1,1,72,2,0
336,24,2,334,3,9,3,5,5,3,1,1,2,62,2,0
337,60,1,335,14,14,1,5,1,2,1,1,1,30,2,0
338,26,2,336,6,15,3,8,4,2,2,1,1,54,2,0
339,44,2,31,3,9,3,2,4,2,2,1,1,40,2,0
340,9,1,337,13,13,1,3,1,2,1,1,1,62,2,0
341,37,1,338,3,9,1,4,1,2,1,1,1,76,2,0
342,48,2,339,6,15,1,7,2,2,2,1,1,30,2,1
343,45,2,340,7,7,3,7,5,2,1,1,1,76,2,0
344,47,2,341,3,9,2,7,3,2,2,1,1,72,2,0
345,8,2,342,2,16,3,2,4,2,1,1,17,72,2,0
346,29,2,343,6,15,1,2,1,2,1,1,6,67,2,1
347,61,4,344,14,14,5,5,4,2,2,22,1,83,2,0
348,9,5,345,2,16,3,5,4,2,2,1,1,54,2,1
349,52,1,346,3,9,1,8,1,2,1,1,1,30,2,0
350,11,2,347,6,15,3,7,4,2,2,1,1,72,2,0
351,38,2,348,7,7,3,8,5,2,2,1,1,72,2,0
352,5,2,349,7,7,1,5,1,3,1,23,1,40,2,0
353,31,2,350,7,7,2,9,3,2,2,1,1,72,2,0
354,16,2,351,3,9,3,2,3,3,2,1,1,55,2,0
355,29,2,352,3,9,1,1,6,2,2,1,1,54,2,1
356,9,1,353,15,15,1,3,1,2,1,1,1,62,2,0
357,45,2,354,6,15,3,6,3,1,1,1,1,72,23,0
358,24,2,355,3,9,4,4,5,2,1,1,1,72,21,0
359,26,2,356,6,15,3,8,5,3,1,1,1,72,2,0
360,31,2,357,10,10,1,2,1,3,1,1,1,54,1,1
361,38,2,358,6,15,1,3,1,1,1,1,1,72,23,1
362,22,2,359,2,16,1,1,2,2,1,1,1,72,2,0
363,11,2,360,10,10,3,1,2,1,2,1,1,72,13,0
364,7,2,361,3,9,3,2,5,2,2,1,1,72,2,0
365,22,2,362,6,15,1,3,1,2,1,1,1,87,2,0
366,47,2,363,3,9,1,9,1,2,1,1,1,72,2,0
367,27,2,364,3,9,2,2,4,2,1,1,1,72,2,0
368,48,7,365,6,15,3,4,4,3,1,1,1,72,2,0
369,3,4,366,3,9,1,2,1,2,1,1,1,72,2,0
370,44,6,367,4,14,1,10,1,2,1,1,18,40,2,1
371,30,2,368,7,7,2,5,4,2,2,1,1,42,2,0
372,50,2,369,3,9,2,3,4,2,1,1,1,72,2,0
373,13,2,370,3,9,3,7,4,2,2,1,1,55,2,0
374,5,5,371,3,9,1,2,1,2,1,1,19,72,2,1
375,37,2,372,6,15,1,2,1,2,1,1,1,72,2,1
376,7,2,373,6,15,3,5,4,2,1,1,1,48,2,0
377,2,2,374,3,9,3,3,4,2,1,1,1,48,2,0
378,59,2,375,3,9,1,8,1,2,1,24,1,72,2,1
379,48,1,376,1,12,1,1,1,2,1,1,20,62,2,1
380,7,4,377,2,16,3,1,5,2,2,1,1,83,2,0
381,14,2,378,3,9,1,6,1,2,1,25,1,72,2,1
382,14,2,379,15,15,1,3,1,2,1,1,1,30,24,0
383,39,1,380,1,12,1,1,1,2,1,1,1,76,2,1
384,1,5,381,9,9,1,8,1,2,1,1,1,72,5,1
385,12,4,382,3,9,3,3,2,3,2,1,1,72,2,0
386,26,6,383,7,7,3,10,3,3,2,1,1,62,2,0
387,7,2,384,2,16,3,8,4,2,2,1,1,72,2,0
388,48,2,385,2,16,3,2,5,2,1,1,1,72,2,0
389,33,6,386,3,9,5,10,4,2,1,1,1,30,25,0
390,4,4,387,2,16,2,1,3,2,2,1,1,72,2,0
391,19,2,388,8,8,5,8,4,2,2,1,1,62,2,0
392,45,2,389,13,13,2,6,4,2,1,1,1,72,2,0
393,45,2,390,13,13,1,8,1,2,1,1,1,48,2,1
394,39,7,391,2,16,1,7,1,2,1,1,1,20,2,1
395,9,2,392,6,15,3,12,4,2,1,1,1,72,2,1
396,15,2,393,15,15,1,3,5,3,1,1,1,72,2,0
397,22,2,394,2,16,1,1,1,2,1,1,1,54,2,0
398,29,2,395,3,9,1,6,1,2,1,10,1,72,2,1
399,38,2,396,6,15,2,8,4,2,1,1,1,54,2,0
400,15,2,397,2,16,3,5,4,2,2,1,1,42,2,0
401,2,2,398,10,10,1,14,1,2,1,1,1,72,2,0
402,39,2,399,6,15,1,7,6,2,2,1,1,42,2,0
403,39,3,400,6,15,1,7,1,2,1,1,21,72,2,1
404,48,2,401,2,16,3,9,5,2,1,1,1,72,2,0
405,21,2,402,10,10,6,5,3,2,2,1,1,72,2,0
406,39,2,403,2,16,3,5,4,2,1,1,1,52,2,0
407,44,2,404,2,16,3,2,5,2,1,1,1,72,2,0
408,51,2,405,1,12,2,12,3,2,1,1,1,72,2,1
409,24,2,406,2,16,3,1,4,2,2,1,1,72,2,0
410,58,1,407,5,13,2,1,3,2,2,1,1,40,2,0
411,50,2,225,3,9,1,7,1,3,1,1,1,72,2,1
412,53,1,408,6,15,5,6,4,2,2,1,1,72,2,0
413,60,2,409,13,13,5,7,4,2,2,26,1,54,2,0
414,58,2,410,3,9,5,8,4,2,2,1,1,40,2,0
415,11,1,411,15,15,1,5,6,2,2,1,1,85,5,0
416,59,5,412,2,16,1,2,1,2,1,24,1,30,2,1
417,39,2,413,2,16,1,8,1,2,1,1,1,56,2,1
418,49,2,414,2,16,1,2,1,2,1,1,1,72,2,1
419,38,2,415,6,15,2,6,4,2,2,1,1,72,2,0
420,37,4,416,6,15,5,7,4,2,2,1,1,70,2,0
421,4,4,417,11,13,1,5,6,2,2,1,1,72,26,1
422,24,2,418,2,16,3,6,4,2,1,1,1,67,2,0
423,4,5,419,3,9,1,9,1,2,1,1,1,72,2,0
424,11,4,420,3,9,2,1,3,2,1,1,1,41,2,0
425,29,1,421,5,13,1,1,6,2,2,2,1,36,6,1
426,45,2,422,2,16,1,7,6,1,2,1,1,72,13,1
427,58,5,423,5,13,1,8,1,2,1,1,1,48,2,1
428,24,2,424,2,16,3,8,4,2,1,1,1,72,2,0
429,8,4,425,6,15,3,14,3,1,2,1,1,72,2,0
430,47,2,426,3,9,1,3,1,2,1,1,1,48,2,0
431,1,2,427,3,9,5,7,4,3,2,1,1,72,2,0
432,27,2,428,2,16,1,2,1,2,1,1,1,54,2,1
