,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income>50K
53,5,2,15103,3,9,1,2,1,2,1,1,1,72,2,1
54,46,5,1162,2,16,1,8,1,2,1,1,20,72,2,1
55,15,2,6276,5,13,3,2,4,2,1,1,1,52,2,0
56,19,6,15104,3,9,1,10,1,2,1,1,1,30,2,0
57,7,6,9632,6,15,3,10,4,2,1,1,1,72,2,0
58,21,1,15105,13,13,1,3,1,2,1,1,1,45,2,0
59,27,2,15106,8,8,3,4,4,1,1,1,1,30,2,0
60,47,5,15107,10,10,1,1,1,2,1,1,1,54,2,1
61,8,2,15108,11,13,1,3,1,2,1,1,1,40,2,0
62,34,6,13774,6,15,3,10,5,5,1,1,1,28,2,0
63,50,1,15109,2,16,1,8,1,2,1,1,1,72,2,1
64,28,2,15110,6,15,3,12,4,2,2,1,1,72,2,0
65,13,2,15111,3,9,3,9,5,2,1,1,1,15,2,0
66,27,2,15112,6,15,3,13,4,3,2,1,1,79,20,0
67,31,4,5648,2,16,2,1,4,2,1,1,1,15,2,0
68,48,4,15113,3,9,1,7,1,3,1,1,1,72,2,0
69,47,2,8405,3,9,1,3,1,2,1,1,1,72,2,0
70,14,5,15114,3,9,5,2,4,2,2,1,1,54,2,0
71,1,3,4405,10,10,1,1,1,2,1,1,1,35,2,1
72,13,6,7904,6,15,3,10,5,2,1,1,1,72,2,0
73,8,7,15115,3,9,1,12,1,2,1,1,1,72,2,0
74,39,2,15116,3,9,3,5,2,3,1,1,1,40,2,0
75,5,2,9902,6,15,1,8,1,2,1,1,1,56,2,0
76,44,2,15117,3,9,1,8,1,3,1,1,1,40,2,0
77,7,2,13121,2,16,3,8,4,2,2,1,1,72,2,0
78,45,2,3840,6,15,1,7,1,2,1,1,1,72,2,1
79,26,2,15118,3,9,2,2,4,2,2,1,1,72,2,0
80,45,1,15119,6,15,3,8,2,1,1,1,3,72,32,0
81,47,2,7462,6,15,2,5,3,2,2,1,1,72,2,0
82,37,2,9247,2,16,1,5,1,2,1,1,1,72,19,0
83,8,2,15120,2,16,3,1,4,2,1,1,1,54,2,0
84,12,7,15121,6,15,3,7,5,2,2,1,1,83,2,0
85,50,2,12075,13,13,1,2,1,2,1,1,12,72,2,1
86,34,2,15122,6,15,3,5,5,2,1,1,1,30,2,0
87,50,2,2962,2,16,3,8,4,2,1,1,1,48,2,1
88,21,2,10559,2,16,1,5,1,2,1,1,1,62,2,1
89,31,4,1974,6,15,1,14,1,2,1,1,12,28,2,1
90,4,2,15123,13,13,2,9,4,2,2,1,1,30,2,0
91,22,2,15124,3,9,3,7,5,2,2,1,1,72,2,0
92,26,1,15125,3,9,3,3,5,2,1,1,1,72,2,0
93,27,1,15126,3,9,1,11,1,2,1,1,1,54,2,1
94,38,2,15127,3,9,1,9,1,2,1,21,1,72,2,0
95,19,2,15128,4,14,1,1,1,2,1,1,1,36,2,1
96,34,2,15129,6,15,1,8,1,2,1,1,1,72,2,0
97,44,2,15130,2,16,3,1,3,3,2,1,1,72,2,0
98,39,2,15131,6,15,2,9,2,3,1,1,1,72,2,0
99,40,2,15132,5,13,1,1,6,2,2,1,1,52,2,0
100,39,2,2322,6,15,2,7,3,2,2,1,1,79,2,0
101,48,5,8103,3,9,1,2,1,2,1,1,1,54,2,1
102,7,2,15133,13,13,3,3,4,2,1,1,1,53,2,0
103,26,2,15134,3,9,2,8,5,2,2,1,1,72,2,0
104,15,2,5887,6,15,3,3,3,2,1,1,1,72,5,0
105,15,2,14944,3,9,3,12,4,2,1,1,1,72,2,0
106,4,7,15135,2,16,1,14,1,2,1,1,1,28,2,1
107,3,2,15136,3,9,1,4,1,2,1,1,1,30,2,0
108,45,2,15137,3,9,1,6,1,2,1,1,1,72,2,0
109,34,1,3246,3,9,3,11,4,2,1,1,1,38,2,0
110,16,2,5818,3,9,3,5,3,3,2,1,1,85,18,0
111,11,2,398,6,15,1,3,1,2,1,1,1,48,2,1
112,13,2,15138,6,15,3,7,5,2,1,1,1,72,2,0
113,22,2,15139,6,15,1,8,1,2,1,1,1,40,2,0
114,4,2,13020,5,13,3,1,4,2,2,1,1,36,2,0
115,34,2,15140,2,16,1,8,1,2,1,3,1,72,2,1
116,1,4,15141,2,16,1,1,6,2,2,1,1,56,2,1
117,31,2,15142,5,13,3,2,4,2,1,15,1,54,2,1
118,38,2,15143,3,9,1,2,1,2,1,1,1,54,2,1
119,50,2,15144,6,15,1,5,1,2,1,1,1,72,2,0
120,50,1,6851,3,9,1,11,1,2,1,1,29,54,2,0
121,46,2,1996,3,9,1,6,1,2,1,1,1,72,2,0
122,48,2,15145,10,10,1,7,6,1,2,1,1,40,1,1
123,16,4,5082,2,16,1,2,1,2,1,1,21,72,2,0
124,15,2,15146,13,13,2,1,3,2,2,1,1,87,2,0
125,12,6,15147,3,9,3,10,5,2,1,1,1,72,2,0
126,6,2,15148,6,15,2,8,4,2,1,1,1,67,2,1
127,53,4,15149,2,16,1,1,1,2,1,1,1,44,2,0
128,27,2,15150,5,13,2,8,3,4,2,1,1,15,21,0
129,24,2,15151,2,16,1,1,1,2,1,21,1,62,2,0
130,4,2,15152,5,13,1,2,1,2,1,1,1,20,2,1
131,26,2,11866,3,9,1,4,1,2,1,1,1,72,2,0
132,44,2,1943,10,10,3,7,4,2,2,1,1,15,2,0
133,27,2,15153,5,13,1,8,1,2,1,1,1,72,2,1
134,46,5,15154,3,9,1,2,1,2,1,1,1,87,2,1
135,21,2,13671,5,13,3,5,4,5,1,1,1,72,2,0
136,5,2,6316,3,9,1,8,1,1,1,1,1,76,6,0
137,58,2,9620,2,16,1,8,1,2,1,1,1,30,2,0
138,5,2,11074,3,9,1,8,1,2,1,1,6,20,2,1
139,50,2,14109,6,15,1,9,1,2,1,1,1,72,2,1
140,21,2,11232,3,9,1,6,1,3,1,1,1,72,6,0
141,11,2,13634,3,9,1,6,1,2,1,1,1,52,2,0
142,22,2,6101,10,10,1,6,1,2,1,1,1,50,2,0
143,27,2,15155,5,13,1,2,1,2,1,1,1,72,2,1
144,9,4,15156,3,9,1,14,1,2,1,1,1,72,2,0
145,38,1,2334,2,16,3,1,5,2,2,1,1,72,2,0
146,45,2,15157,15,15,3,3,5,4,2,1,1,30,27,0
147,38,6,15158,7,7,3,10,5,2,1,1,1,55,2,0
148,34,2,4875,2,16,1,2,1,2,1,1,1,72,2,1
149,47,2,3688,6,15,2,8,3,2,2,1,1,72,2,0
150,5,2,686,6,15,1,2,1,2,1,1,1,72,2,1
151,13,2,15159,6,15,3,8,5,2,2,1,1,85,2,0
152,13,2,14926,6,15,3,5,4,2,2,1,1,15,2,0
153,16,2,3435,3,9,1,3,1,2,1,1,1,72,2,0
154,5,3,15160,10,10,3,2,4,2,1,1,1,44,2,0
155,53,1,1897,5,13,1,1,1,2,1,5,1,62,2,1
156,7,2,15161,3,9,3,7,2,2,2,1,1,72,2,0
157,2,7,15162,6,15,1,7,6,2,2,1,1,72,2,0
158,30,1,1590,2,16,1,1,1,2,1,1,1,72,2,0
159,48,2,15163,3,9,3,8,5,2,2,1,1,72,5,0
160,2,2,12158,7,7,1,3,1,2,1,1,1,72,2,0
161,16,2,15164,11,13,1,4,1,2,1,1,1,72,2,0
162,31,5,15165,3,9,1,8,1,2,1,1,6,36,2,1
163,49,2,8732,2,16,1,14,1,2,1,1,1,72,2,1
164,7,2,15166,6,15,3,7,5,2,1,1,1,62,33,0
165,37,7,15167,4,14,1,1,1,2,1,1,1,72,8,1
166,47,2,15168,3,9,1,2,1,2,1,1,1,56,5,0
167,49,1,15169,6,15,1,2,1,2,1,1,1,36,2,0
168,38,2,4726,3,9,6,7,4,2,2,1,1,72,2,0
169,45,2,15170,3,9,1,4,1,2,1,21,1,72,2,0
170,40,5,9079,3,9,1,8,1,2,1,1,1,72,2,0
171,9,2,171,3,9,1,4,1,2,1,1,1,72,2,0
172,11,1,6419,3,9,1,3,1,2,1,1,12,72,2,1
173,46,6,15171,12,12,1,10,6,2,2,1,1,72,5,0
174,45,2,15172,8,8,3,5,2,2,1,1,1,15,2,0
175,52,2,15173,6,15,5,2,4,2,2,1,1,56,2,0
176,2,1,15174,13,13,1,1,6,2,2,25,1,54,2,1
177,27,2,15175,3,9,2,2,3,2,1,1,1,54,2,0
178,45,2,15176,7,7,1,3,1,2,1,1,1,48,2,0
179,30,2,3919,5,13,1,2,1,2,1,1,1,56,2,1
180,13,2,15177,6,15,3,8,5,2,2,1,1,72,2,0
181,38,2,15178,3,9,3,5,4,3,2,1,1,72,2,0
182,11,2,15179,6,15,3,11,4,2,2,1,1,48,2,0
183,58,6,3244,6,15,1,10,1,2,1,3,1,72,2,1
184,38,2,549,3,9,4,7,3,3,2,1,1,72,2,0
185,13,2,4835,6,15,3,5,5,2,2,1,1,40,2,0
186,26,2,15180,2,16,1,2,1,2,1,1,1,72,2,0
187,31,2,15181,2,16,1,1,1,2,1,1,1,48,2,1
188,47,1,15182,6,15,1,2,1,2,1,1,1,56,2,0
189,30,2,9867,6,15,3,3,4,3,2,1,1,72,2,0
190,45,2,15183,7,7,3,13,5,2,2,1,1,70,2,0
191,28,2,15184,6,15,1,2,1,2,1,1,1,36,2,0
192,38,2,15185,7,7,3,9,5,2,1,1,1,83,2,0
193,12,2,15186,6,15,3,8,5,2,1,1,1,15,2,0
194,33,1,15187,3,9,1,2,1,3,1,1,1,72,2,0
195,28,2,630,2,16,4,8,2,1,1,1,1,72,6,0
196,4,4,5646,3,9,1,4,1,2,1,1,1,72,2,0
197,12,6,15188,6,15,3,10,5,2,1,1,1,72,2,0
198,28,7,14608,6,15,3,7,3,1,2,1,1,72,13,0
199,39,2,15189,6,15,1,3,1,2,1,10,1,36,2,0
200,1,2,11425,6,15,1,3,1,2,1,1,1,72,2,0
201,39,2,4579,6,15,1,4,1,2,1,1,1,28,2,1
202,33,7,15190,10,10,1,1,1,2,1,1,1,15,5,0
203,38,2,15191,6,15,3,8,5,2,2,1,1,83,2,0
204,39,4,15192,8,8,1,9,1,2,1,1,1,72,2,0
205,32,2,15193,3,9,1,2,1,2,1,13,1,72,2,1
206,29,1,4819,3,9,1,11,1,2,1,1,1,63,2,0
207,2,2,13137,3,9,3,3,4,2,1,1,1,72,2,0
208,22,6,15194,6,15,3,10,3,3,2,1,1,72,2,0
209,29,2,15195,14,14,4,3,4,3,1,1,1,54,16,0
210,48,7,15196,3,9,1,4,1,2,1,1,1,72,33,0
211,38,4,6021,2,16,1,1,1,2,1,1,1,72,2,0
212,14,3,15197,3,9,1,4,1,5,1,1,1,72,2,0
213,51,2,15198,3,9,2,8,2,2,2,1,1,72,2,0
214,51,2,15199,2,16,2,2,4,2,1,1,1,72,2,0
215,14,2,3052,3,9,3,8,4,2,1,1,1,72,12,0
216,31,4,2264,3,9,2,2,5,2,1,1,1,48,2,0
217,21,2,10526,3,9,1,8,1,2,1,1,1,54,2,1
218,59,1,15200,15,15,1,3,1,2,1,1,1,72,2,0
219,30,2,15201,3,9,2,14,4,2,1,1,1,72,2,0
220,47,1,8768,3,9,1,5,1,2,1,85,1,72,2,0
221,31,1,15202,5,13,5,1,4,2,2,1,1,15,2,0
222,8,2,15203,3,9,3,3,4,3,1,8,1,72,2,0
223,11,4,8128,3,9,1,14,1,2,1,1,1,52,2,0
224,16,2,11962,5,13,1,2,1,2,1,1,1,72,2,1
225,34,2,6899,3,9,3,9,5,2,1,1,1,72,2,0
226,19,2,15204,14,14,1,3,1,2,1,1,1,72,2,0
227,50,2,15205,5,13,1,1,1,2,1,1,1,36,2,0
228,5,2,1157,2,16,1,2,1,2,1,1,1,56,24,1
229,48,2,6291,3,9,1,8,1,2,1,1,1,54,2,1
230,50,3,15206,13,13,2,3,4,5,2,1,1,56,2,0
231,21,2,3654,2,16,1,2,1,2,1,1,1,72,2,1
232,47,2,15207,3,9,3,4,4,2,1,1,1,48,2,0
233,45,2,15208,6,15,2,2,4,2,1,20,1,54,2,1
234,2,2,8366,13,13,3,3,3,2,1,1,1,72,2,0
235,34,6,14425,6,15,1,10,1,2,1,1,1,72,2,0
236,9,2,2737,16,16,3,5,4,2,1,1,1,72,2,0
237,16,2,15209,6,15,2,12,4,2,2,1,1,72,2,0
238,28,3,15210,6,15,3,5,4,2,2,1,1,72,2,1
239,24,2,15211,6,15,3,7,5,2,2,1,1,72,2,0
240,5,4,15212,10,10,3,12,4,2,2,1,1,42,2,0
241,31,7,15213,2,16,1,1,6,2,2,1,1,72,2,1
242,31,2,15214,3,9,2,9,3,2,1,1,1,52,2,0
243,47,6,15215,6,15,1,10,6,2,2,1,1,55,2,0
244,8,2,15125,3,9,2,5,4,2,1,1,1,62,2,0
245,30,3,10231,2,16,1,14,1,2,1,1,1,54,2,1
246,12,2,1940,6,15,3,7,2,2,1,1,1,55,2,0
247,31,2,217,2,16,1,9,1,2,1,1,1,72,10,0
248,49,1,15216,14,14,5,11,3,2,1,1,1,72,2,0
249,13,6,115,6,15,3,10,5,2,1,1,1,72,2,0
250,59,4,15217,6,15,5,7,4,2,2,1,1,30,2,0
251,22,2,4750,2,16,3,1,4,2,1,1,17,54,2,0
252,2,2,2807,6,15,2,1,4,2,1,1,1,72,2,0
253,47,2,15218,3,9,1,2,1,2,1,1,1,72,2,0
254,45,2,15219,15,15,3,5,5,2,1,1,1,72,2,0
255,16,4,15220,6,15,1,14,1,2,1,1,1,72,2,1
256,7,2,8002,3,9,3,11,5,2,1,1,1,72,2,0
257,30,2,12408,2,16,1,9,1,2,1,1,1,72,2,0
258,22,2,15221,3,9,1,3,1,2,1,1,1,36,2,0
259,31,2,15222,2,16,2,9,4,2,1,35,1,72,2,0
260,47,7,15223,3,9,2,7,5,3,2,1,1,72,2,0
261,2,3,9595,2,16,3,1,4,2,2,1,1,72,2,0
262,11,2,3374,16,16,1,6,1,2,1,1,46,72,5,0
263,11,2,15224,2,16,1,12,1,1,1,1,1,72,2,1
264,45,2,15225,9,9,1,6,1,2,1,1,1,72,5,0
265,19,2,15226,11,13,1,3,1,2,1,57,1,70,2,0
266,49,2,4955,6,15,1,3,1,2,1,1,1,72,2,1
267,38,2,15227,3,9,3,9,5,2,1,1,1,53,2,0
268,6,1,4737,2,16,1,2,1,2,1,1,1,72,2,1
269,31,1,15109,6,15,1,6,1,2,1,1,1,72,2,0
270,42,6,15228,3,9,5,10,4,2,2,1,1,15,2,0
271,24,2,15229,6,15,3,5,3,2,2,1,1,72,2,0
272,21,2,6594,3,9,1,7,6,2,2,43,1,30,2,0
273,42,2,15230,15,15,1,6,1,2,1,1,1,72,2,0
274,11,2,3002,3,9,1,8,1,2,1,1,1,72,2,0
275,5,2,13195,3,9,1,3,1,2,1,1,1,62,2,0
276,32,1,15231,3,9,5,8,4,2,1,1,1,72,2,0
277,24,2,15232,7,7,3,1,5,2,1,1,1,72,2,1
278,38,4,1360,6,15,1,2,1,2,1,1,27,72,2,0
279,44,2,15233,3,9,1,5,6,2,2,1,1,72,2,0
280,38,2,11605,3,9,1,2,1,2,1,1,1,72,2,1
281,26,4,3465,3,9,1,9,1,2,1,1,1,72,2,0
282,21,2,15234,6,15,1,3,1,2,1,1,1,72,2,0
283,22,2,13354,7,7,2,5,4,2,1,1,1,41,2,0
284,32,4,15235,3,9,1,3,1,2,1,1,87,72,2,0
285,12,2,15236,6,15,3,7,2,2,1,1,1,62,34,0
286,50,1,10138,2,16,1,1,6,2,2,1,6,76,2,1
287,48,3,15237,6,15,2,7,3,2,2,1,52,72,2,0
288,31,2,15238,2,16,1,1,6,2,2,2,1,54,2,1
289,16,2,15239,9,9,4,11,4,2,1,1,1,30,5,0
290,22,2,15240,10,10,3,6,5,3,1,1,1,52,2,0
291,8,2,11871,2,16,1,12,6,2,2,1,1,72,2,1
292,53,2,15241,14,14,1,4,1,2,1,1,56,72,2,0
293,29,7,6966,13,13,2,12,4,2,1,1,35,65,2,1
294,9,5,13120,6,15,1,2,1,2,1,1,1,54,2,1
295,34,7,852,3,9,2,5,3,2,2,104,1,15,2,0
296,7,2,15242,3,9,3,9,5,2,1,1,1,72,2,0
297,13,2,2343,3,9,3,3,5,2,1,1,1,72,2,0
298,7,6,15243,6,15,3,10,4,2,1,1,1,41,2,0
299,4,2,15020,6,15,1,2,1,2,1,1,12,54,2,1
300,47,5,15244,6,15,1,2,1,2,1,1,1,56,26,1
301,24,2,15245,6,15,3,4,5,2,1,1,1,54,2,0
302,34,2,15246,6,15,3,9,5,2,1,1,1,55,2,0
303,4,2,15247,3,9,2,5,4,3,1,1,1,72,2,0
304,27,2,15248,7,7,1,5,1,2,1,1,1,54,2,0
305,47,2,15249,3,9,6,2,4,2,2,1,1,72,2,0
306,4,2,5463,6,15,1,9,1,2,1,1,1,72,2,0
307,54,2,15250,3,9,2,5,4,2,2,1,1,85,2,0
308,47,2,15251,2,16,1,1,1,1,1,1,1,48,6,0
309,14,2,15252,14,14,1,3,1,2,1,1,1,72,39,0
310,22,2,15253,2,16,1,2,1,1,1,1,1,54,15,1
311,48,2,8225,6,15,3,11,4,2,1,1,1,72,2,0
312,22,1,9610,2,16,3,3,4,2,2,1,1,30,2,0
313,40,2,15254,3,9,2,2,2,2,2,1,1,48,2,0
314,30,2,7496,5,13,3,2,4,2,1,1,1,72,2,0
315,2,2,10499,3,9,2,7,4,2,2,1,1,72,2,0
316,28,2,15255,6,15,6,8,4,2,2,1,1,72,2,0
317,47,1,15256,3,9,1,2,1,2,1,1,1,72,2,0
318,29,1,15257,2,16,1,2,1,2,1,1,1,55,2,0
319,47,2,8405,10,10,3,11,4,2,1,1,1,72,2,0
320,15,2,15258,2,16,3,8,4,2,2,1,1,36,2,0
321,39,2,15259,6,15,2,7,4,1,1,1,1,72,31,0
322,31,2,4793,3,9,3,2,4,2,1,28,1,72,2,0
323,3,2,15260,7,7,3,4,4,3,1,1,1,72,2,0
324,39,5,15261,6,15,1,2,1,2,1,1,1,54,2,1
325,2,6,15262,7,7,2,10,5,2,1,1,1,46,2,0
326,7,2,15263,6,15,3,5,5,2,1,1,1,30,2,0
327,34,2,6670,6,15,3,5,2,1,1,1,1,62,2,0
328,47,7,15264,13,13,1,1,6,1,2,1,1,72,13,1
329,4,2,15265,3,9,1,3,1,2,1,43,1,72,2,0
330,11,2,3628,2,16,1,2,1,2,1,1,81,48,2,1
331,12,2,3930,6,15,3,7,3,1,2,1,1,72,2,0
332,45,2,15266,13,13,2,1,3,2,2,1,1,87,2,0
333,26,2,6221,3,9,2,14,4,2,1,1,1,72,2,0
334,3,7,9462,5,13,1,1,1,2,1,1,1,42,2,1
335,31,2,13760,3,9,1,2,1,2,1,1,1,36,2,0
336,2,7,12774,5,13,3,1,4,2,1,1,1,62,2,0
337,4,2,597,5,13,3,1,4,2,2,8,1,72,2,0
338,4,2,2359,3,9,2,3,4,2,1,1,1,48,2,0
339,31,2,1846,4,14,1,1,1,2,1,1,1,56,2,1
340,1,2,1753,6,15,1,2,1,2,1,1,26,72,2,0
341,13,1,2755,8,8,1,7,6,2,2,39,1,62,39,0
342,51,1,14069,6,15,1,1,1,2,1,1,1,40,2,0
343,40,2,15267,3,9,3,7,3,2,1,1,1,72,2,0
344,50,2,10743,3,9,1,3,1,2,1,1,1,72,2,1
345,2,2,15268,6,15,1,7,1,3,1,1,1,72,2,1
346,24,2,14670,3,9,3,8,4,2,1,1,1,62,2,0
347,33,2,15269,3,9,2,2,4,2,2,1,36,72,2,0
348,30,2,1138,6,15,2,1,4,2,1,1,1,72,2,1
349,48,2,15270,15,15,2,7,3,2,2,1,1,72,2,0
350,6,7,6684,2,16,2,7,4,2,1,54,1,72,2,1
351,7,6,9137,6,15,3,10,5,2,1,1,1,72,2,0
352,9,2,15271,7,7,1,9,1,3,1,7,1,72,2,1
353,28,2,15272,15,15,3,5,5,2,2,1,1,42,5,0
354,31,2,5286,5,13,5,1,4,2,2,54,1,42,2,1
355,9,2,15273,10,10,2,3,4,3,1,1,1,72,2,0
356,26,2,15274,3,9,2,7,3,2,2,1,1,72,2,0
357,24,6,7910,6,15,3,10,4,2,2,1,1,15,2,0
358,3,4,4994,13,13,1,2,1,2,1,1,1,72,2,1
359,9,2,499,5,13,1,2,1,2,1,1,19,72,2,1
360,28,2,15275,3,9,1,3,1,3,1,1,1,72,2,0
361,45,2,15276,7,7,3,4,4,2,1,1,1,72,2,0
362,47,2,15277,15,15,3,6,4,1,1,1,1,72,3,0
363,34,2,15278,2,16,2,8,5,2,1,1,1,54,2,0
364,30,2,6119,2,16,2,7,3,2,2,1,1,56,6,0
365,47,7,3688,3,9,5,2,4,2,2,1,1,72,2,0
366,16,2,15279,6,15,6,2,4,2,1,1,1,56,22,0
367,27,2,10497,2,16,1,6,1,3,1,1,1,52,2,0
368,31,2,642,13,13,3,5,4,2,1,1,1,48,2,0
369,51,2,15280,15,15,1,3,1,2,1,19,1,72,2,1
370,38,2,10306,6,15,1,9,1,2,1,1,1,72,2,0
371,28,2,15281,2,16,1,1,6,2,2,1,1,30,2,1
372,50,2,15282,2,16,3,1,4,2,2,1,1,72,2,0
373,21,2,4704,13,13,2,12,3,2,2,1,1,56,2,0
374,15,2,15283,3,9,3,7,4,2,2,1,1,65,2,0
375,39,2,15284,2,16,2,7,5,1,1,50,1,72,2,0
376,3,2,15285,5,13,1,1,1,1,1,1,1,48,1,0
377,13,7,15286,6,15,3,1,5,2,1,1,1,76,2,0
378,3,2,903,3,9,1,3,1,2,1,1,1,72,2,1
379,45,2,8358,2,16,3,8,4,2,2,1,1,72,2,0
380,47,1,3638,2,16,1,11,1,2,1,1,1,87,2,0
381,7,2,12769,2,16,3,1,4,2,2,1,1,83,10,0
382,4,1,15287,2,16,2,5,3,2,2,1,1,15,2,0
383,21,2,15288,3,9,3,7,4,2,2,1,1,87,2,0
384,14,2,15289,3,9,1,3,1,2,1,1,1,30,2,1
385,13,2,15290,3,9,3,5,2,5,1,1,1,72,5,0
386,7,2,15291,13,13,3,2,4,2,1,1,1,72,2,0
387,31,1,689,13,13,1,3,1,2,1,1,1,72,26,0
388,7,3,15292,6,15,3,7,5,3,1,1,1,15,2,0
389,59,6,1200,3,9,5,10,4,2,2,1,1,72,2,0
390,27,2,9970,3,9,1,3,1,2,1,1,1,48,2,1
391,52,2,9206,3,9,1,5,1,3,1,1,1,72,6,1
392,44,2,6724,2,16,3,7,5,2,2,1,1,30,2,0
393,37,3,15293,3,9,1,14,1,2,1,1,1,72,2,0
394,45,2,15294,8,8,3,5,5,2,1,1,1,87,2,0
395,22,4,3025,13,13,3,14,4,1,2,1,1,54,2,0
396,11,1,15295,6,15,1,8,1,3,1,1,1,56,2,1
397,34,2,2771,2,16,1,1,1,2,1,7,1,72,2,1
398,68,1,15296,6,15,1,2,1,2,1,1,1,48,2,0
399,16,2,1033,3,9,6,4,4,2,1,1,1,36,2,0
400,32,6,14776,6,15,2,10,2,2,2,1,1,30,2,0
401,37,2,15297,3,9,2,6,4,2,2,1,1,72,2,0
402,34,6,15298,6,15,3,10,4,2,1,1,1,76,2,0
403,9,2,254,14,14,2,8,3,2,2,1,1,53,2,0
404,15,2,15299,13,13,1,3,1,2,1,1,54,72,2,0
405,44,2,15300,2,16,3,5,5,2,2,1,1,62,2,0
406,28,2,15301,6,15,1,9,1,2,1,25,1,72,2,1
407,27,5,9352,6,15,2,8,4,2,2,1,1,72,2,0
408,42,2,15302,14,14,5,2,4,2,1,109,1,72,2,1
409,63,6,15303,15,15,5,10,4,3,1,1,1,72,2,0
410,11,2,15304,8,8,3,11,4,3,1,1,1,56,2,0
411,37,2,15305,3,9,2,3,4,2,1,1,1,72,2,1
412,7,1,2475,6,15,3,5,5,2,1,1,1,30,2,0
413,11,2,15306,3,9,3,6,5,3,1,1,1,72,2,0
414,50,2,15307,6,15,1,14,1,2,1,1,1,72,2,0
415,52,6,15308,3,9,1,10,6,2,2,1,1,15,2,0
416,51,2,15309,3,9,1,3,1,3,1,1,1,72,2,0
417,3,2,11761,2,16,5,13,3,2,2,61,1,30,2,1
418,50,2,15310,3,9,2,7,4,2,2,1,1,72,2,0
419,13,2,15311,6,15,3,12,5,2,1,1,23,76,2,0
